,no,ranking,bookname,authors,publisher,publication_year,isbn13,addition_symbol,vol,class_no,class_nm,loan_count,bookImageURL,bookDtlUrl
137,138,138,잘될 수밖에 없는 너에게 :최서영 에세이 ,지은이: 최서영,북로망스,2022,9791191891201,03810,,818,문학 > 한국문학 > 르포르타주 및 기타,581,https://image.aladin.co.kr/product/29965/14/cover/k532838243_1.jpg,https://data4library.kr/bookV?seq=6542482
138,139,139,"인스타 브레인 =몰입을 빼앗긴 시대, 똑똑한 뇌 사용법 /Insta brain ",안데르스 한센 지음 ;김아영 옮김,동양북스,2020,9791157686179,03180,,511.1813,기술과학 > 의학 > 기초의학,580,https://image.aladin.co.kr/product/23973/11/cover/k422639014_1.jpg,https://data4library.kr/bookV?seq=5662297
139,140,140,죽고 싶지만 떡볶이는 먹고 싶어 :백세희 에세이 ,지은이: 백세희,흔,2018,9791196394509,03810,,818,문학 > 한국문학 > 르포르타주 및 기타,579,https://image.aladin.co.kr/product/15136/29/cover/k962533360_1.jpg,https://data4library.kr/bookV?seq=3768386
140,141,141,이기적 유전자 ,리처드 도킨스 지음 ;이상임 옮김,을유문화사,2018,9788932473901,03470,,491.51,자연과학 > 동물학 > 일반 동물학,577,https://image.aladin.co.kr/product/17048/25/cover/8932473900_1.jpg,https://data4library.kr/bookV?seq=3921678
141,142,142,웰씽킹 =부를 창조하는 생각의 뿌리 /Wealthinking ,켈리 최 지음,다산북스,2021,9791130677774,03190,,325.211,사회과학 > 경제학 > 경영관리,569,https://image.aladin.co.kr/product/28273/37/cover/k852835990_1.jpg,https://data4library.kr/bookV?seq=6332829
142,143,143,파친코 :이민진 장편소설 ,지은이: 이민진 ;옮긴이: 신승미,인플루엔셜,2022,9791168340510,04840,1,843.6,문학 > 영미문학 > 소설,565,https://image.aladin.co.kr/product/29496/39/cover/k202838509_2.jpg,https://data4library.kr/bookV?seq=6512857
143,144,144,동급생 ,프레드 울만 지음 ;황보석 옮김,열린책들,2017,9788932918143,03840,,843.5,문학 > 영미문학 > 소설,561,http://image.aladin.co.kr/product/10217/55/cover/8932918147_1.jpg,https://data4library.kr/bookV?seq=3412255
144,145,144,트렌드 코리아 2023 :더 높은 도약을 준비하는 검은 토끼의 해 ,"지은이: 김난도,추예린",미래의창,2022,9788959897094,13320,,320.911,사회과학 > 경제학 > 경제학,561,https://image.aladin.co.kr/product/30169/22/cover/8959897094_2.jpg,https://data4library.kr/bookV?seq=6562784
145,146,146,라플라스의 마녀 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2016,9788972757573,03830,,833.6,문학 > 일본문학 > 소설,560,http://image.aladin.co.kr/product/7288/55/cover/8972757578_1.jpg,https://data4library.kr/bookV?seq=3107992
146,147,146,"그릿 :IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘 ",앤절라 더크워스 지음 ;김미정 옮김,비즈니스북스,2016,9791186805398,03190,,325.211,사회과학 > 경제학 > 경영관리,560,https://bookthumb-phinf.pstatic.net/cover/111/660/11166008.jpg?type=m1&udate=20171115,https://data4library.kr/bookV?seq=3355591
147,148,148,아비투스 :인간의 품격을 결정하는 7가지 자본 ,도리스 메르틴 지음 ;배명자 옮김,다산북스,2020,9791130630762,03300,,325.211,사회과학 > 경제학 > 경영관리,559,https://bookthumb-phinf.pstatic.net/cover/164/403/16440333.jpg?type=m1&udate=20200801,https://data4library.kr/bookV?seq=5733967
148,149,149,방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술 ,조원재 지음,백도씨,2018,9788968331862,03600,,650.4,"예술 > 회화, 도화 > 회화, 도화",555,https://bookthumb-phinf.pstatic.net/cover/138/339/13833956.jpg?type=m1&udate=20180803,https://data4library.kr/bookV?seq=3858776
149,150,150,돈은 좋지만 재테크는 겁나는 너에게 ,뿅글이 지음,첨단,2023,9788960306134,03320,,327.04,사회과학 > 경제학 > 금융,553,https://image.aladin.co.kr/product/30921/24/cover/8960306134_2.jpg,https://data4library.kr/bookV?seq=6627400
150,151,151,지적 대화를 위한 넓고 얕은 지식 :한 권으로 현실을 통찰하게 하는 지식 여행서,채사장 지음,Whale Books(웨일북),2020,9791190313193,03100,2,001.3,"총류 > 총류 > 지식, 학문 일반",550,https://image.aladin.co.kr/product/22872/85/cover/k912636841_1.jpg,https://data4library.kr/bookV?seq=5584763
151,152,152,마지막 몰입 :나를 넘어서는 힘 ,짐 퀵 지음 ;김미정 옮김,비즈니스북스,2021,9791162541968,03190,,325.211,사회과학 > 경제학 > 경영관리,549,https://image.aladin.co.kr/product/26400/21/cover/k152738321_1.jpg,https://data4library.kr/bookV?seq=5861284
152,153,153,브로콜리 펀치 :이유리 소설집 ,지은이: 이유리,문학과지성사,2021,9788932039114,03810,,813.7,문학 > 한국문학 > 소설,548,https://image.aladin.co.kr/product/28210/51/cover/8932039119_1.jpg,https://data4library.kr/bookV?seq=6326236
